检测器版本,参数档,验证状态,事件编号,交易日,事件时间,区间均价确认结束时间,品种,合约,事件开始序号,事件锚点开始序号,事件锚点结束序号,事件结束序号,触发原因,合理价,合理价不确定性_跳,有效参考合约数,参考合约列表,价差基线最少样本数,噪声样本数,噪声覆盖秒数,最新成交价,区间成交均价,末笔向下偏离_跳,末笔向下偏离_基点,区间均价向下偏离_跳,区间均价向下偏离_基点,一秒合并成交均价,一秒合并均价向下偏离_跳,末笔触发阈值_跳,区间均价触发阈值_跳,突发偏离_跳,区间增量成交量,区间增量成交额,事件成交量,名义成交额缺口,回归标签,可见末笔恢复确认秒数,区间均价恢复确认秒数,买一恢复确认秒数,数据质量标记
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2604|21:36:52.500,20260310,21:36:52.500,,NI,NI2604,2212500,4401,4401,2212500,visible_execution_drop,137235.0,6.6716999999999995,3,"NI2609,NI2607,NI2608",20,240,290.0,137030.0,137059.81132075473,20.5,14.937880278354646,17.51886792452715,12.76559764238507,,,20.0,20.0,20.25,53.0,7264170.0,53.0,9284.999999999389,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2604|10:58:33.000,20260310,10:58:33.000,,NI,NI2604,50313000,37816,37816,50313000,visible_execution_drop,136317.5,5.559749999999999,2,"NI2609,NI2607",20,260,290.0,136000.0,136185.3488372093,31.75,23.291213527243382,13.215116279068752,9.694365198209146,,,20.0,20.0,26.75,43.0,5855970.0,43.0,5682.499999999563,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2605|09:39:40.000,20260310,09:39:40.000,,NI,NI2605,45580000,33509,33509,45580000,visible_execution_drop,138885.0,5.1891,3,"NI2606,NI2609,NI2608",20,572,290.0,138590.0,138732.75409836066,29.5,21.240594736652625,15.224590163934044,10.962011854364436,,,20.0,20.0,27.0,305.0,42313490.0,305.0,46434.99999999883,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2605|10:58:15.000,20260310,10:58:15.000,,NI,NI2605,50294500,41140,41140,50295500,visible_execution_drop,137640.0,3.7065,5,"NI2604,NI2606,NI2609,NI2607,NI2608",20,567,290.0,137420.0,137515.58766859345,22.0,15.983725661145016,12.441233140655095,9.038966245753484,,,20.0,20.0,20.25,519.0,71370590.0,1093.0,64569.99999999994,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2605|10:58:32.500,20260310,10:58:32.500,10:58:33.500,NI,NI2605,50311500,41175,41175,50313000,"visible_execution_drop,interval_execution_drop",136987.5,0.37065,2,"NI2609,NI2607",20,567,290.0,136570.0,136632.75773195876,41.75,30.477233324208413,35.47422680412419,25.89595897736961,136625.13429752065,36.23657024793501,20.0,20.0,38.63043478260806,388.0,53013510.0,2410.0,137640.00000000186,trade_recovered_3s,1.0,1.5,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2606|21:02:52.500,20260310,21:02:52.500,,NI,NI2606,172500,345,345,172500,visible_execution_drop,138250.0,1.4826,5,"NI2605,NI2604,NI2609,NI2607,NI2608",20,164,162.0,138000.0,138068.3152173913,25.0,18.083182640144663,18.168478260870323,13.14175642739264,,,23.2216,22.7216,25.0,184.0,25404570.0,184.0,33430.0000000014,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,OI605|21:08:44.000,20260309,21:08:44.000,21:08:45.000,OI,OI605,524000,1079,1080,524000,interval_execution_drop,9873.75,1.11195,4,"OI609,OI607,OI701,OI611",20,290,290.0,9872.0,9685.253623188406,1.75,1.7723762501582478,188.496376811594,190.90657228671375,9727.948863636364,145.80113636363603,26.1868,91.418,185.746376811594,138.0,1336565.0,138.0,26012.499999999975,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,OI607|21:21:15.000,20260309,21:21:15.000,21:21:16.000,OI,OI607,1275000,2143,2144,1275000,interval_execution_drop,9822.25,1.4826,4,"OI605,OI609,OI701,OI611",20,140,290.0,9821.0,9736.6,1.25,1.2726208353483164,85.64999999999964,87.19997963806627,9739.548387096776,82.7016129032254,20.0,31.367199999999997,83.14999999999964,30.0,292098.0,30.0,2569.499999999989,quote_only_recovered_3s,,5.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,OI609|21:32:33.000,20260309,21:32:33.000,21:32:34.000,OI,OI609,1953000,3387,3388,1953000,interval_execution_drop,9719.625,1.11195,4,"OI605,OI607,OI701,OI611",20,149,289.0,9719.0,9604.418604651162,0.625,0.6430289234409764,115.20639534883776,118.52967099948584,9617.574468085106,102.05053191489424,20.0,82.74719999999999,114.95639534883776,43.0,412990.0,43.0,4953.875000000024,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF604|21:10:57.000,20260309,21:10:57.000,21:10:58.000,PF,PF604,657000,1111,1112,657000,interval_execution_drop,8306.5,2.4092249999999997,4,"PF606,PF605,PF607,PF608",20,105,290.0,8230.0,7828.5504587155965,38.25,92.09655089387827,238.97477064220175,575.3922124654229,8089.846153846154,108.32692307692288,70.67259999999999,90.9972,201.72477064220175,109.0,853312.0,109.0,52096.49999999998,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF604|21:19:02.000,20260309,21:19:02.000,21:19:03.000,PF,PF604,1142000,2000,2001,1142000,interval_execution_drop,8251.0,4.4478,5,"PF606,PF605,PF607,PF608,PF609",20,245,290.0,8248.0,7570.140350877193,1.5,3.635922918434129,340.4298245614036,825.1844008275448,7605.848739495798,322.57563025210084,30.0824,20.0,339.9298245614036,114.0,862996.0,114.0,77618.00000000003,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF604|21:20:05.000,20260309,21:20:05.000,21:20:06.000,PF,PF604,1205000,2114,2115,1205000,interval_execution_drop,8264.5,2.59455,5,"PF606,PF605,PF607,PF608,PF609",20,241,290.0,8240.0,7657.175572519084,12.25,29.64486659810031,303.6622137404579,734.8592503852814,7895.549738219896,184.47513089005224,44.6932,43.46879999999999,294.1622137404579,131.0,1003090.0,131.0,79559.49999999997,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF604|21:21:51.000,20260309,21:21:51.000,21:21:52.000,PF,PF604,1311000,2317,2318,1311000,interval_execution_drop,8274.5,4.4478,5,"PF606,PF605,PF607,PF608,PF609",20,258,290.0,8266.0,7745.3125,4.25,10.272524019578222,264.59375,639.5401534835942,7940.31718061674,167.0914096916299,61.4464,20.0,259.59375,160.0,1239250.0,160.0,84670.0,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF604|21:26:19.000,20260309,21:26:19.000,,PF,PF604,1579000,2812,2813,1579000,visible_execution_drop,8232.0,4.4478,5,"PF606,PF605,PF607,PF608,PF609",20,256,290.0,8126.0,8390.0,53.0,128.76579203109816,-79.0,-191.93391642371233,,,39.8324,20.0,31.0,168.0,1409520.0,168.0,0.0,trade_recovered_3s,2.0,,2.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF604|21:26:42.000,20260309,21:26:42.000,21:26:43.000,PF,PF604,1602000,2858,2859,1602000,interval_execution_drop,8228.25,1.667925,4,"PF606,PF605,PF607,PF609",20,255,290.0,8188.0,7972.2945205479455,20.125,48.91684136967156,127.97773972602728,311.0691574175001,8002.355555555556,112.94722222222208,46.0128,20.0,104.72773972602728,292.0,2327910.0,292.0,74738.99999999993,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF604|21:30:05.000,20260309,21:30:05.000,21:30:06.000,PF,PF604,1805000,3204,3205,1805000,interval_execution_drop,8210.0,0.7413,3,"PF606,PF605,PF607",20,246,290.0,8226.0,7559.076923076923,-8.0,-19.4884287454324,325.46153846153857,792.8417502108126,7598.926829268293,305.5365853658536,40.0824,20.0,319.96153846153857,156.0,1179216.0,156.0,101544.00000000004,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF604|21:31:54.000,20260309,21:31:54.000,21:31:55.000,PF,PF604,1914000,3393,3394,1914000,interval_execution_drop,8183.0,2.2239,5,"PF606,PF605,PF607,PF608,PF609",20,225,290.0,8196.0,8057.757575757576,-6.5,-15.886594158621532,62.62121212121201,153.0519665677918,8117.8233082706765,32.58834586466173,33.152,20.0,62.62121212121201,429.0,3456778.0,429.0,53728.999999999905,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF604|21:37:42.000,20260309,21:37:42.000,21:37:43.000,PF,PF604,2262000,4019,4020,2263000,interval_execution_drop,8162.5,1.85325,4,"PF606,PF605,PF607,PF609",20,240,290.0,8160.0,7972.938461538461,1.25,3.0627871362940273,94.78076923076924,232.23465661444223,8013.40614334471,74.54692832764522,20.0,20.0,92.03076923076924,390.0,3109446.0,879.0,73929.0,trade_recovered_3s,,3.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF604|21:54:05.000,20260309,21:54:05.000,21:54:06.000,PF,PF604,3245000,5613,5614,3245000,interval_execution_drop,8250.0,6.6716999999999995,5,"PF606,PF605,PF607,PF608,PF609",20,212,290.0,8260.0,7639.507352941177,-5.0,-12.12121212121212,305.2463235294117,739.9910873440284,7712.701639344263,268.64918032786863,39.9432,136.6336,305.2463235294117,272.0,2077946.0,272.0,166053.99999999997,quote_only_recovered_3s,,4.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF605|21:05:23.000,20260309,21:05:23.000,21:05:24.000,PF,PF605,323000,501,502,323000,interval_execution_drop,8212.0,6.6716999999999995,3,"PF606,PF607,PF608",20,103,290.0,8274.0,7886.75,-31.0,-75.4992693619094,162.625,396.06673161227474,7921.461538461538,145.26923076923094,107.858,20.0,162.625,24.0,189282.0,24.0,7806.0,quote_only_recovered_3s,,4.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF605|21:21:12.000,20260309,21:21:12.000,21:21:13.000,PF,PF605,1272000,2070,2071,1272000,interval_execution_drop,8105.0,2.9652,4,"PF604,PF606,PF608,PF609",20,104,290.0,8104.0,7376.375,0.5,1.2338062924120914,364.3125,898.98210980876,7582.0,261.5,39.323699999999995,20.0,364.3125,32.0,236044.0,32.0,23316.0,quote_only_recovered_3s,,4.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF605|21:22:44.000,20260309,21:22:44.000,21:22:45.000,PF,PF605,1364000,2226,2227,1364000,interval_execution_drop,8084.0,1.85325,4,"PF604,PF606,PF607,PF608",20,124,289.0,8078.0,7853.645569620253,3.0,7.422068283028204,115.17721518987356,284.9510519294249,7888.252873563219,97.8735632183907,22.863999999999997,20.0,110.67721518987356,79.0,620438.0,79.0,18198.000000000025,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF605|21:23:00.000,20260309,21:23:00.000,21:23:01.000,PF,PF605,1380000,2256,2257,1380000,interval_execution_drop,8068.0,0.7413,5,"PF604,PF606,PF607,PF608,PF609",20,132,290.0,8066.0,7625.6,1.0,2.4789291026276645,221.19999999999985,548.339117501239,7778.44776119403,144.77611940298493,22.0064,20.0,218.69999999999985,50.0,381280.0,50.0,22119.99999999998,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF605|21:24:47.000,20260309,21:24:47.000,21:24:48.000,PF,PF605,1487000,2449,2450,1487000,interval_execution_drop,8093.0,3.7065,5,"PF604,PF606,PF607,PF608,PF609",20,163,290.0,8074.0,7630.981818181818,9.5,23.47707895712344,231.0090909090909,570.8861754827404,7787.52,152.73999999999978,25.7216,20.0,230.2590909090909,55.0,419704.0,55.0,25411.0,quote_only_recovered_3s,,,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF605|21:30:13.000,20260309,21:30:13.000,21:30:14.000,PF,PF605,1813000,2986,2987,1813000,interval_execution_drop,8072.0,2.9652,4,"PF604,PF606,PF607,PF608",20,124,290.0,8080.0,8000.955056179775,-4.0,-9.910802775024775,35.52247191011247,88.0140532956206,8013.778947368421,29.110526315789684,22.2216,20.0,35.52247191011247,178.0,1424170.0,178.0,12646.00000000004,quote_only_recovered_3s,,4.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF605|21:39:04.000,20260309,21:39:04.000,21:39:05.000,PF,PF605,2344000,3832,3833,2344000,interval_execution_drop,8029.5,2.9652,4,"PF604,PF606,PF607,PF608",20,114,288.0,8032.0,7697.6875,-1.25,-3.1135188990597173,165.90625,413.241795877701,7707.326530612245,161.0867346938776,26.3292,20.0,165.90625,96.0,738978.0,96.0,31854.0,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF605|09:05:05.000,20260310,09:05:05.000,09:05:06.000,PF,PF605,43505000,11304,11305,43505000,interval_execution_drop,7556.0,5.9304,5,"PF604,PF606,PF607,PF608,PF609",20,159,290.0,7560.0,7422.2972972972975,-2.0,-5.293806246691371,66.85135135135124,176.9490506917714,7467.522012578616,44.23899371069183,30.151999999999997,20.0,65.35135135135124,148.0,1098500.0,148.0,19787.999999999967,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PF606|21:34:18.000,20260309,21:34:18.000,21:34:19.000,PF,PF606,2058000,3136,3137,2058000,interval_execution_drop,7986.0,2.2239,5,"PF604,PF605,PF607,PF608,PF609",20,117,285.0,7980.0,7837.744680851064,3.0,7.513148009015778,74.127659574468,185.64402598163787,7857.164179104478,64.41791044776119,33.652,44.1776,72.377659574468,188.0,1473496.0,188.0,27871.999999999967,quote_only_recovered_3s,,,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PG2604|09:27:09.113,20260310,09:27:09.113,09:27:10.113,PG,PG2604,44829113,14912,14912,44829113,"visible_execution_drop,interval_execution_drop",5203.5,6.30105,3,"PG2607,PG2609,PG2608",20,162,289.505,5145.0,5143.166666666666,58.5,112.424329778034,60.33333333333394,115.9475993722186,5143.194444444444,60.30555555555566,47.227999999999994,46.628666666667264,34.83333333333394,24.0,2468720.0,24.0,28960.00000000029,trade_recovered_3s,2.0,2.5,2.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PP2605|22:42:24.840,20260310,22:42:24.840,22:42:25.840,PP,PP2605,6144840,12220,12220,6144840,"visible_execution_drop,interval_execution_drop",8437.0,1.4826,3,"PP2609,PP2701,PP2606",20,496,289.505,8390.0,8391.88789237668,47.0,55.70700485954723,45.11210762331939,53.469370182907895,8390.488505747127,46.51149425287258,39.0128,40.59229523808668,33.87735849056662,223.0,9356955.0,223.0,50300.00000000112,trade_recovered_3s,0.5,1.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PR605|21:16:00.000,20260309,21:16:00.000,21:16:01.000,PR,PR605,960000,1582,1582,960000,interval_execution_drop,7671.5,7.04235,2,"PR606,PR607",20,115,289.0,7716.0,7166.790697674419,-22.25,-58.00690868800105,252.35465116279056,657.9017171681954,7346.1016949152545,162.69915254237276,24.6346,20.0,252.35465116279056,43.0,308172.0,43.0,21702.49999999999,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PR605|09:03:22.000,20260310,09:03:22.000,09:03:23.000,PR,PR605,43402000,10535,10536,43402000,interval_execution_drop,7067.0,5.1891,3,"PR606,PR604,PR609",20,114,192.0,7080.0,6888.111888111888,-6.5,-18.395358709494836,89.44405594405589,253.1316143881587,6930.973684210527,68.01315789473665,24.5254,20.0,89.44405594405589,143.0,985000.0,143.0,25580.999999999985,quote_only_recovered_3s,,4.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PR605|09:04:18.000,20260310,09:04:18.000,09:04:19.000,PR,PR605,43458000,10637,10638,43458000,interval_execution_drop,7083.0,7.412999999999999,3,"PR606,PR604,PR607",20,162,248.0,7100.0,6848.086330935252,-8.5,-24.001129464916,117.45683453237416,331.6584343706739,6930.461538461538,76.26923076923094,22.7216,20.0,117.45683453237416,139.0,951884.0,139.0,32653.000000000015,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PR605|09:06:05.000,20260310,09:06:05.000,09:06:06.000,PR,PR605,43565000,10836,10837,43565000,interval_execution_drop,7044.0,4.8184499999999995,4,"PR606,PR604,PR607,PR612",20,260,290.0,7038.0,6845.944827586207,3.0,8.517887563884157,99.02758620689656,281.1686150110635,6932.1463414634145,55.92682926829275,23.5792,20.0,98.52758620689656,145.0,992662.0,145.0,28718.0,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:11:02.000,20260309,21:11:02.000,21:11:03.000,PX,PX605,662000,1325,1326,662000,interval_execution_drop,9417.5,1.4826,4,"PX609,PX606,PX607,PX608",20,139,290.0,9428.0,8272.959537572255,-5.25,-11.149455800371648,572.2702312138726,1215.3336473881022,8442.030303030304,487.734848484848,60.8388,100.1556,572.2702312138726,173.0,1431222.0,173.0,198005.4999999999,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:12:19.000,20260309,21:12:19.000,21:12:20.000,PX,PX605,739000,1478,1479,739000,interval_execution_drop,9430.0,8.8956,5,"PX609,PX606,PX607,PX604,PX608",20,171,290.0,9444.0,8913.358166189111,-7.0,-14.846235418875928,258.3209169054444,547.870449428302,9061.558558558558,184.22072072072115,79.59519999999999,138.6336,258.3209169054444,349.0,3110762.0,349.0,180308.00000000015,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:14:42.000,20260309,21:14:42.000,21:14:43.000,PX,PX605,882000,1763,1764,882000,interval_execution_drop,9359.5,5.1891,4,"PX609,PX606,PX604,PX608",20,202,290.0,9354.0,8421.58371040724,2.75,5.876382285378493,468.9581447963801,1002.10084896924,8969.653012048193,194.9234939759035,41.4432,20.0,465.9581447963801,221.0,1861170.0,221.0,207279.5,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:23:03.000,20260309,21:23:03.000,21:23:04.000,PX,PX605,1383000,2761,2762,1383000,interval_execution_drop,9304.0,2.2239,5,"PX609,PX606,PX607,PX604,PX608",20,275,290.0,9320.0,8287.32824427481,-8.0,-17.196904557179707,508.3358778625952,1092.7254468241513,8544.060790273556,379.96960486322223,38.5128,60.8296,508.3358778625952,262.0,2171280.0,262.0,266367.9999999999,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:26:58.000,20260309,21:26:58.000,21:26:59.000,PX,PX605,1618000,3227,3228,1618000,interval_execution_drop,9388.5,1.11195,4,"PX609,PX607,PX604,PX608",20,277,290.0,9402.0,8947.278317152104,-6.75,-14.379293816903658,220.61084142394793,469.95971970804266,8962.034700315457,213.2326498422717,20.0,20.0,220.61084142394793,618.0,5529418.0,618.0,272674.99999999965,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:31:08.000,20260309,21:31:08.000,21:31:09.000,PX,PX605,1868000,3717,3718,1868000,interval_execution_drop,9388.0,3.7065,5,"PX609,PX606,PX607,PX604,PX608",20,285,290.0,9388.0,8645.336363636363,0.0,0.0,371.33181818181856,791.0775845373212,9007.139037433155,190.43048128342252,29.151999999999997,45.6776,367.33181818181856,440.0,3803948.0,440.0,326772.00000000035,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:31:30.000,20260309,21:31:30.000,21:31:31.000,PX,PX605,1890000,3761,3762,1890000,interval_execution_drop,9355.0,4.4478,5,"PX609,PX606,PX607,PX604,PX608",20,285,290.0,9348.0,9021.397435897436,3.5,7.482629609834314,166.8012820512822,356.6034891529283,9046.397076735688,154.30146163215613,29.651999999999997,34.3168,161.3012820512822,780.0,7036690.0,780.0,260210.00000000023,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:32:16.000,20260309,21:32:16.000,21:32:17.000,PX,PX605,1936000,3853,3854,1936000,interval_execution_drop,9261.0,5.559749999999999,4,"PX609,PX606,PX607,PX608",20,286,290.0,9238.0,8775.749077490775,11.5,24.835330957779934,242.62546125461267,523.9724894819408,9024.313725490196,118.3431372549021,27.9368,34.3168,239.12546125461267,542.0,4756456.0,542.0,263006.0000000001,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX607|21:13:47.000,20260309,21:13:47.000,21:13:48.000,PX,PX607,827000,946,947,827000,interval_execution_drop,9151.0,6.6716999999999995,5,"PX605,PX609,PX606,PX604,PX608",20,100,288.0,9158.0,8037.2,-3.5,-7.649437219975958,556.9000000000001,1217.1347393727465,8159.454545454545,495.7727272727275,63.303999999999995,105.988,556.9000000000001,10.0,80372.0,10.0,11138.000000000002,quote_only_recovered_3s,,5.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:32:16.000,20260309,21:32:16.000,21:32:17.000,PX,PX609,1936000,2977,2978,1936000,interval_execution_drop,8789.0,8.8956,3,"PX606,PX607,PX608",20,113,290.0,8800.0,8385.291666666666,-5.5,-12.51564455569462,201.85416666666697,459.333636742899,8555.641791044776,116.67910447761189,37.0476,115.9752,201.85416666666697,48.0,402494.0,48.0,19378.00000000003,truncated,,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:39:21.000,20260309,21:39:21.000,21:39:22.000,PX,PX609,2361000,3628,3629,2361000,interval_execution_drop,8884.0,1.4826,5,"PX605,PX606,PX607,PX604,PX608",20,133,289.0,8874.0,7780.666666666667,5.0,11.256190904997748,551.6666666666665,1241.9330631847513,7899.6,492.1999999999998,20.0,68.54479999999998,551.6666666666665,27.0,210078.0,27.0,29789.999999999993,truncated,,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|09:04:05.000,20260310,09:04:05.000,09:04:06.000,PX,PX609,43445000,10437,10438,43445000,interval_execution_drop,8218.0,5.1891,5,"PX605,PX606,PX607,PX604,PX608",20,119,235.0,8206.0,7769.756097560976,6.0,14.602092966658551,224.12195121951208,545.4415945960382,8003.924528301887,107.0377358490564,180.0512,20.0,216.49695121951208,82.0,637120.0,82.0,36755.999999999985,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|09:27:18.000,20260310,09:27:18.000,09:27:19.000,PX,PX609,44838000,12777,12778,44838000,interval_execution_drop,8212.0,1.4826,5,"PX605,PX606,PX607,PX604,PX608",20,106,290.0,8230.0,8135.826923076923,-9.0,-21.9191427179737,38.08653846153857,92.75825246356204,8168.882882882883,21.558558558558616,30.297599999999996,20.0,38.08653846153857,208.0,1692252.0,208.0,15844.000000000044,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|09:39:07.000,20260310,09:39:07.000,09:39:08.000,PX,PX609,45547000,13810,13811,45547000,interval_execution_drop,8144.5,3.33585,2,"PX607,PX608",20,113,290.0,8160.0,7889.883870967742,-7.75,-19.031248081527412,127.30806451612898,312.6234011078126,7894.653846153846,124.92307692307712,20.0,20.0,127.30806451612898,155.0,1222932.0,155.0,39465.499999999985,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SC2605|01:33:30.000,20260310,01:33:30.000,,SC,SC2605,16410000,31929,31929,16410000,visible_execution_drop,747.25,8.89559999999865,5,"SC2604,SC2606,SC2607,SC2609,SC2608",20,187,290.0,743.2,744.5583333333334,40.499999999999545,54.19872867179598,26.91666666666606,36.02096576335371,,,30.152000000028785,30.15200000000068,32.000000000000455,12.0,8934700.0,12.0,32299.999999999272,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SC2605|09:36:33.000,20260310,09:36:33.000,09:36:34.000,SC,SC2605,45393000,42471,42471,45393000,"visible_execution_drop,interval_execution_drop",639.0000000000001,8.15430000000101,3,"SC2604,SC2609,SC2608",20,315,290.0,635.6,636.5333333333334,34.00000000000091,53.20813771518138,24.66666666666697,38.60198226395456,635.3987951807228,36.012048192773136,23.221600000005846,23.2215999999935,31.749999999998977,3.0,1909600.0,3.0,7400.000000000091,persistent_10s,,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SC2605|09:36:40.500,20260310,09:36:40.500,09:36:41.500,SC,SC2605,45400500,42486,42486,45400500,"visible_execution_drop,interval_execution_drop",636.8500000000001,2.9651999999989886,3,"SC2604,SC2609,SC2608",20,309,290.0,631.6,631.8607142857143,52.50000000000114,82.43699458271355,49.8928571428587,78.34318464765438,631.7156862745097,51.34313725490415,23.221600000005846,23.221599999992364,40.37500000000136,28.0,17692100.0,28.0,139700.00000000437,persistent_10s,,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SC2605|09:39:29.500,20260310,09:39:29.500,09:39:30.500,SC,SC2605,45569500,42824,42824,45569500,"visible_execution_drop,interval_execution_drop",626.3999999999999,6.671700000000674,5,"SC2604,SC2606,SC2607,SC2609,SC2608",20,175,290.0,621.8,621.8222222222222,45.99999999999909,73.4355044699858,45.77777777777669,73.08074357882616,621.9939393939394,44.06060606060464,20.0,20.0,17.242857142855428,9.0,5596400.0,9.0,41199.999999999025,persistent_10s,,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SC2605|09:39:40.000,20260310,09:39:40.000,09:39:41.000,SC,SC2605,45580000,42845,42845,45580000,"visible_execution_drop,interval_execution_drop",626.0999999999999,0.0,3,"SC2604,SC2609,SC2608",20,160,290.0,620.4,620.0857142857143,56.99999999999932,91.03977000479048,60.1428571428562,96.0595066967836,620.2833333333334,58.16666666666492,20.0,20.0,24.455357142855405,7.0,4340600.0,7.0,42099.99999999934,persistent_10s,,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SC2606|21:32:44.000,20260310,21:32:44.000,21:32:45.000,SC,SC2606,1964000,3922,3922,1964000,"visible_execution_drop,interval_execution_drop",719.7500000000002,6.671699999998988,3,"SC2607,SC2609,SC2608",20,174,290.0,713.3000000000003,713.7,64.49999999999932,89.61444946161764,60.50000000000182,84.05696422369128,714.08,56.700000000001864,46.94319999997867,43.48380000000204,44.83928571428464,2.0,1427400.0,2.0,12100.000000000364,quote_only_recovered_3s,1.0,10.0,3.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SC2606|22:45:54.000,20260310,22:45:54.000,,SC,SC2606,6354000,12576,12576,6354000,visible_execution_drop,734.9000000000001,3.706500000001685,5,"SC2604,SC2605,SC2607,SC2609,SC2608",20,186,290.0,732.0000000000001,733.5,28.999999999999773,39.46115117703057,14.00000000000091,19.05021091305063,,,28.329200000018098,26.721600000001036,27.749999999998636,13.0,9535500.0,13.0,18200.000000001182,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SH604|21:04:22.000,20260309,21:04:22.000,21:04:23.000,SH,SH604,262000,512,513,262000,interval_execution_drop,2295.0,5.9304,5,"SH605,SH607,SH606,SH609,SH608",20,146,252.0,2294.0,2191.4117647058824,1.0,4.357298474945534,103.58823529411757,451.3648596693576,2227.76,67.23999999999978,39.0824,46.477999999999994,103.58823529411757,51.0,111762.0,51.0,5282.999999999996,trade_recovered_3s,,2.0,1.0,
