commodity,contract,trade_date,candidate_score,candidate_level,sample_status,trigger_reasons,main_reference_contract
AU,AU2702,2026-01-20,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2602,2026-01-21,25.0,none,valid,振幅异常,AU2604
AU,AU2604,2026-01-21,20.0,none,valid,振幅异常,AU2604
AU,AU2606,2026-01-21,20.0,none,valid,振幅异常,AU2604
AU,AU2608,2026-01-21,20.0,none,valid,振幅异常,AU2604
AU,AU2610,2026-01-21,20.0,none,valid,振幅异常,AU2604
AU,AU2612,2026-01-21,20.0,none,valid,振幅异常,AU2604
AU,AU2603,2026-01-21,20.0,none,valid,振幅异常,AU2604
AU,AU2702,2026-01-21,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2602,2026-01-22,34.0,low,valid,结构失真,AU2604
AU,AU2604,2026-01-22,0.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-01-22,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-01-22,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-01-22,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-01-22,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-01-22,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-01-22,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2602,2026-01-23,15.0,none,valid,无明显触发项,AU2604
AU,AU2604,2026-01-23,3.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-01-23,3.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-01-23,3.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-01-23,3.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-01-23,3.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-01-23,3.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-01-23,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2606,2026-01-26,20.0,none,valid,振幅异常,AU2604
AU,AU2604,2026-01-26,16.0,none,valid,振幅异常,AU2604
AU,AU2608,2026-01-26,16.0,none,valid,振幅异常,AU2604
AU,AU2610,2026-01-26,16.0,none,valid,振幅异常,AU2604
AU,AU2612,2026-01-26,16.0,none,valid,振幅异常,AU2604
AU,AU2603,2026-01-26,16.0,none,valid,振幅异常,AU2604
AU,AU2602,2026-01-26,12.0,none,valid,振幅异常,AU2604
AU,AU2702,2026-01-26,0.0,none,valid,无明显触发项,AU2604
AU,AU2604,2026-01-27,68.0,high,valid,振幅异常；结构失真,AU2604
AU,AU2602,2026-01-27,24.0,none,valid,结构失真,AU2604
AU,AU2608,2026-01-27,24.0,none,valid,结构失真,AU2604
AU,AU2610,2026-01-27,12.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-01-27,12.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-01-27,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-01-27,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-01-27,0.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-01-28,80.0,high,valid,振幅异常；结构失真,AU2604
AU,AU2602,2026-01-28,32.0,low,valid,振幅异常,AU2604
AU,AU2604,2026-01-28,32.0,low,valid,振幅异常,AU2604
AU,AU2608,2026-01-28,20.0,none,valid,振幅异常,AU2604
AU,AU2610,2026-01-28,20.0,none,valid,振幅异常,AU2604
AU,AU2612,2026-01-28,20.0,none,valid,振幅异常,AU2604
AU,AU2603,2026-01-28,20.0,none,valid,振幅异常,AU2604
AU,AU2702,2026-01-28,0.0,none,valid,无明显触发项,AU2604
AU,AU2604,2026-01-29,32.0,low,valid,振幅异常,AU2604
AU,AU2606,2026-01-29,32.0,low,valid,振幅异常,AU2604
AU,AU2602,2026-01-29,20.0,none,valid,振幅异常,AU2604
AU,AU2608,2026-01-29,20.0,none,valid,振幅异常,AU2604
AU,AU2610,2026-01-29,20.0,none,valid,振幅异常,AU2604
AU,AU2612,2026-01-29,20.0,none,valid,振幅异常,AU2604
AU,AU2603,2026-01-29,20.0,none,valid,振幅异常,AU2604
AU,AU2702,2026-01-29,0.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-01-30,80.0,high,valid,振幅异常；结构失真,AU2604
AU,AU2604,2026-01-30,49.0,low,valid,振幅异常；结构失真,AU2604
AU,AU2608,2026-01-30,20.0,none,valid,振幅异常,AU2604
AU,AU2610,2026-01-30,20.0,none,valid,振幅异常,AU2604
AU,AU2612,2026-01-30,20.0,none,valid,振幅异常,AU2604
AU,AU2603,2026-01-30,20.0,none,valid,振幅异常,AU2604
AU,AU2602,2026-01-30,10.0,none,valid,振幅异常；目标合约流动性偏弱,AU2604
AU,AU2702,2026-01-30,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-02-02,80.0,high,valid,振幅异常；结构失真,AU2604
AU,AU2604,2026-02-02,32.0,low,valid,振幅异常,AU2604
AU,AU2606,2026-02-02,32.0,low,valid,振幅异常,AU2604
AU,AU2608,2026-02-02,20.0,none,valid,振幅异常,AU2604
AU,AU2610,2026-02-02,20.0,none,valid,振幅异常,AU2604
AU,AU2612,2026-02-02,20.0,none,valid,振幅异常,AU2604
AU,AU2602,2026-02-02,10.0,none,valid,振幅异常；目标合约流动性偏弱,AU2604
AU,AU2702,2026-02-02,0.0,none,valid,无明显触发项,AU2604
AU,AU2602,2026-02-03,24.0,none,valid,结构失真；目标合约流动性偏弱,AU2604
AU,AU2603,2026-02-03,12.0,none,valid,无明显触发项,AU2604
AU,AU2604,2026-02-03,5.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-02-03,5.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-02-03,3.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-02-03,3.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-02-03,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-02-03,0.0,none,valid,无明显触发项,AU2604
AU,AU2604,2026-02-04,22.0,none,valid,结构失真,AU2604
AU,AU2606,2026-02-04,17.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-02-04,12.0,none,valid,无明显触发项,AU2604
AU,AU2602,2026-02-04,0.0,none,valid,目标合约流动性偏弱,AU2604
AU,AU2608,2026-02-04,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-02-04,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-02-04,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-02-04,0.0,none,valid,无明显触发项,AU2604
AU,AU2604,2026-02-05,34.0,low,valid,结构失真,AU2604
AU,AU2603,2026-02-05,34.0,low,valid,结构失真,AU2604
AU,AU2602,2026-02-05,0.0,none,valid,目标合约流动性偏弱,AU2604
AU,AU2606,2026-02-05,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-02-05,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-02-05,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-02-05,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-02-05,0.0,none,valid,无明显触发项,AU2604
AU,AU2604,2026-02-06,17.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-02-06,17.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-02-06,5.0,none,valid,无明显触发项,AU2604
AU,AU2602,2026-02-06,0.0,none,valid,目标合约流动性偏弱,AU2604
AU,AU2608,2026-02-06,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-02-06,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-02-06,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-02-06,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-02-09,22.0,none,valid,结构失真,AU2604
AU,AU2602,2026-02-09,0.0,none,valid,目标合约流动性偏弱,AU2604
AU,AU2604,2026-02-09,0.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-02-09,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-02-09,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-02-09,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-02-09,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-02-09,0.0,none,valid,无明显触发项,AU2604
AU,AU2602,2026-02-10,50.0,medium,valid,结构失真；目标合约流动性偏弱,AU2604
AU,AU2604,2026-02-10,12.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-02-10,12.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-02-10,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-02-10,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-02-10,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-02-10,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-02-10,0.0,none,valid,无明显触发项,AU2604
AU,AU2604,2026-02-11,17.0,none,valid,无明显触发项,AU2604
AU,AU2602,2026-02-11,0.0,none,valid,目标合约流动性偏弱,AU2604
AU,AU2606,2026-02-11,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-02-11,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-02-11,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-02-11,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-02-11,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-02-11,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-02-12,20.0,none,valid,结构失真,AU2604
AU,AU2603,2026-02-12,17.0,none,valid,无明显触发项,AU2604
AU,AU2602,2026-02-12,0.0,none,valid,目标合约流动性偏弱,AU2604
AU,AU2604,2026-02-12,0.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-02-12,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-02-12,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-02-12,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-02-12,0.0,none,valid,无明显触发项,AU2604
AU,AU2602,2026-02-13,0.0,none,valid,目标合约流动性偏弱,AU2604
AU,AU2604,2026-02-13,0.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-02-13,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-02-13,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-02-13,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-02-13,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-02-13,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-02-13,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-02-24,20.0,none,valid,结构失真,AU2604
AU,AU2606,2026-02-24,5.0,none,valid,无明显触发项,AU2604
AU,AU2602,2026-02-24,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2604,2026-02-24,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-02-24,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-02-24,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-02-24,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-02-24,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-02-25,24.0,none,valid,结构失真,AU2604
AU,AU2604,2026-02-25,12.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-02-25,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-02-25,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-02-25,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-02-25,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-02-25,0.0,none,valid,无明显触发项,AU2604
AU,AU2605,2026-02-25,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2604,2026-02-26,17.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-02-26,17.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-02-26,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-02-26,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-02-26,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-02-26,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-02-26,0.0,none,valid,无明显触发项,AU2604
AU,AU2605,2026-02-26,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2603,2026-02-27,12.0,none,valid,无明显触发项,AU2604
AU,AU2604,2026-02-27,0.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-02-27,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-02-27,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-02-27,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-02-27,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-02-27,0.0,none,valid,无明显触发项,AU2604
AU,AU2605,2026-02-27,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2612,2026-03-02,5.0,none,valid,无明显触发项,AU2604
AU,AU2604,2026-03-02,0.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-03-02,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-03-02,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-03-02,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-03-02,0.0,none,valid,目标合约流动性偏弱,AU2604
AU,AU2702,2026-03-02,0.0,none,valid,无明显触发项,AU2604
AU,AU2605,2026-03-02,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2604,2026-03-03,0.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-03-03,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-03-03,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-03-03,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-03-03,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-03-03,0.0,none,valid,目标合约流动性偏弱,AU2604
AU,AU2702,2026-03-03,0.0,none,valid,无明显触发项,AU2604
AU,AU2605,2026-03-03,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2612,2026-03-04,60.0,medium,valid,结构失真,AU2604
AU,AU2608,2026-03-04,10.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-03-04,10.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-03-04,10.0,none,valid,无明显触发项,AU2604
AU,AU2604,2026-03-04,5.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-03-04,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-03-04,0.0,none,valid,目标合约流动性偏弱,AU2604
AU,AU2605,2026-03-04,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2612,2026-03-05,34.0,low,valid,结构失真,AU2604
AU,AU2604,2026-03-05,5.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-03-05,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-03-05,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-03-05,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-03-05,0.0,none,valid,目标合约流动性偏弱,AU2604
AU,AU2702,2026-03-05,0.0,none,valid,无明显触发项,AU2604
AU,AU2605,2026-03-05,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2604,2026-03-06,24.0,none,valid,结构失真,AU2604
AU,AU2612,2026-03-06,24.0,none,valid,结构失真,AU2604
AU,AU2606,2026-03-06,12.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-03-06,12.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-03-06,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-03-06,0.0,none,valid,目标合约流动性偏弱,AU2604
AU,AU2702,2026-03-06,0.0,none,valid,无明显触发项,AU2604
AU,AU2605,2026-03-06,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2604,2026-03-09,50.0,medium,valid,结构失真,AU2604
AU,AU2606,2026-03-09,12.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-03-09,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-03-09,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-03-09,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-03-09,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2702,2026-03-09,0.0,none,valid,无明显触发项,AU2604
AU,AU2605,2026-03-09,0.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-03-10,12.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-03-10,12.0,none,valid,无明显触发项,AU2604
AU,AU2604,2026-03-10,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-03-10,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-03-10,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-03-10,0.0,none,valid,无明显触发项,AU2604
AU,AU2605,2026-03-10,0.0,none,valid,无明显触发项,AU2604
AU,AU2604,2026-03-11,0.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-03-11,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-03-11,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-03-11,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-03-11,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-03-11,0.0,none,valid,无明显触发项,AU2604
AU,AU2605,2026-03-11,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-03-12,5.0,none,valid,无明显触发项,AU2604
AU,AU2604,2026-03-12,0.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-03-12,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-03-12,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-03-12,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-03-12,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2702,2026-03-12,0.0,none,valid,无明显触发项,AU2604
AU,AU2605,2026-03-12,0.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-03-13,20.0,none,valid,结构失真,AU2604
AU,AU2608,2026-03-13,5.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-03-13,5.0,none,valid,无明显触发项,AU2604
AU,AU2604,2026-03-13,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-03-13,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-03-13,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2702,2026-03-13,0.0,none,valid,无明显触发项,AU2604
AU,AU2605,2026-03-13,0.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-03-16,17.0,none,valid,无明显触发项,AU2604
AU,AU2604,2026-03-16,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-03-16,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-03-16,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-03-16,0.0,none,valid,无明显触发项,AU2604
AU,AU2603,2026-03-16,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2702,2026-03-16,0.0,none,valid,无明显触发项,AU2604
AU,AU2605,2026-03-16,0.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-03-17,24.0,none,valid,结构失真,AU2604
AU,AU2604,2026-03-17,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-03-17,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-03-17,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-03-17,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-03-17,0.0,none,valid,无明显触发项,AU2604
AU,AU2605,2026-03-17,0.0,none,valid,无明显触发项,AU2604
AU,AU2704,2026-03-17,0.0,none,invalid_lifecycle_edge,样本状态=invalid_lifecycle_edge,AU2604
AU,AU2604,2026-03-18,0.0,none,valid,无明显触发项,AU2604
AU,AU2606,2026-03-18,0.0,none,valid,无明显触发项,AU2604
AU,AU2608,2026-03-18,0.0,none,valid,无明显触发项,AU2604
AU,AU2610,2026-03-18,0.0,none,valid,无明显触发项,AU2604
AU,AU2612,2026-03-18,0.0,none,valid,无明显触发项,AU2604
AU,AU2702,2026-03-18,0.0,none,valid,无明显触发项,AU2604
AU,AU2605,2026-03-18,0.0,none,valid,无明显触发项,AU2604
